token,loss
oner,-0.1930525749921798
film</w>,-0.1936487704515457
tive</w>,-0.1943569481372833
neglected</w>,-0.1943756937980651
pai</w>,-0.1950923502445221
sylvia</w>,-0.1958096623420715
silent,-0.1959640234708786
bafta</w>,-0.1959888935089111
frightening</w>,-0.1960789561271667
gopal</w>,-0.196385458111763
shiv</w>,-0.1971607655286789
ittle,-0.1980877220630645
hei</w>,-0.1988543719053268
bruce</w>,-0.1991087049245834
ahh</w>,-0.1992007195949554
baba</w>,-0.1997888088226318
freep,-0.2007724791765213
kapil,-0.2017070204019546
ðŁĺĦðŁĺĦ</w>,-0.2045546621084213
actor</w>,-0.2053075581789016
antha</w>,-0.2054898887872696
protag,-0.2075214087963104
cumb,-0.2084550112485885
lama</w>,-0.2090628892183303
orphan,-0.2093672305345535
mohamed</w>,-0.2103708237409591
comparisons</w>,-0.2115892022848129
glory,-0.2119901627302169
furi,-0.2124831229448318
odo</w>,-0.213198572397232
sheh,-0.2137770056724548
aise</w>,-0.2137786298990249
cannot</w>,-0.2141640037298202
eduardo</w>,-0.2148076444864273
ì§Ģ,-0.2153622508049011
inema</w>,-0.2155728936195373
lani</w>,-0.2183468341827392
lip</w>,-0.2189154922962188
hunger</w>,-0.2189188301563263
beaut</w>,-0.2191537469625473
zayn</w>,-0.2210760563611984
wounds</w>,-0.222145140171051
shahid</w>,-0.2230096608400344
zlatan</w>,-0.2242235690355301
ares</w>,-0.2252362817525863
skir,-0.2256732285022735
feliz,-0.225921019911766
opa</w>,-0.2265376597642898
philipp</w>,-0.2265567332506179
elaine</w>,-0.2266397923231125
grin</w>,-0.2275699526071548
ate</w>,-0.2280603200197219
biggie</w>,-0.230839192867279
impecc,-0.2308981418609619
nasal</w>,-0.2309439480304718
trit,-0.2314482182264328
desmond</w>,-0.2318132519721985
leo,-0.2318650335073471
ffin,-0.2323307543992996
pegasus</w>,-0.2327577918767929
ician,-0.2328002899885177
kane</w>,-0.2329999655485153
fey</w>,-0.2335285544395446
opers</w>,-0.2339540719985962
romeo</w>,-0.2347603440284729
anie</w>,-0.2349791079759597
static</w>,-0.2351541817188263
psychological</w>,-0.235239028930664
noses</w>,-0.235919252038002
ðŁĶ¹</w>,-0.2363473027944564
ðŁĲº</w>,-0.2368391305208206
warcraft</w>,-0.2389139086008072
doubt,-0.2390782386064529
yoda</w>,-0.239533469080925
michael,-0.2402673959732055
spit,-0.2403115183115005
werewolf</w>,-0.2404240071773529
tatted</w>,-0.2409424930810928
demonstr,-0.2414868175983429
boomer,-0.2418565154075622
ðŁİ£</w>,-0.2419720739126205
silly</w>,-0.2424241304397583
batgirl</w>,-0.2425380051136016
ðŁĵ±</w>,-0.2427396327257156
oul</w>,-0.2428663671016693
envy</w>,-0.2434552311897277
thursday,-0.2434928715229034
hans</w>,-0.2440713047981262
mae</w>,-0.2454663962125778
budd,-0.2460532933473587
diego</w>,-0.2465290874242782
wildcat,-0.2470553368330001
kil,-0.2472551316022873
hardy,-0.2473966479301452
hah</w>,-0.2474585622549057
mouth</w>,-0.2479412853717804
alien,-0.2482612878084182
instein</w>,-0.2490714639425277
blue,-0.2490977644920349
ethan</w>,-0.2496327012777328
whoo</w>,-0.2511531114578247
vach,-0.251661866903305
heavy,-0.252616286277771
clyde,-0.253311276435852
griffiths</w>,-0.2539648115634918
bowie</w>,-0.25416299700737
kalb</w>,-0.2549055814743042
bongo</w>,-0.2551719546318054
rodrigo</w>,-0.2561402916908264
sinus</w>,-0.2564798593521118
ilton</w>,-0.2564936578273773
wut</w>,-0.25714311003685
are</w>,-0.2573680579662323
masks</w>,-0.2573789358139038
noel,-0.2603141367435455
blac,-0.2607943713665008
reng</w>,-0.2608291208744049
abbott</w>,-0.2610805928707123
asin</w>,-0.2615900039672851
jaime</w>,-0.2620322704315185
âĢĶâĢĶâĢĶâĢĶ,-0.2630796134471893
wh,-0.2632977664470672
melvin</w>,-0.2635669410228729
wanna,-0.2640877068042755
Á,-0.2642309367656708
ba,-0.2660066783428192
augustine</w>,-0.2660477459430694
shaq,-0.2661392092704773
grayson</w>,-0.2672213912010193
patrice</w>,-0.2674511075019836
ragn,-0.2678521871566772
kaf,-0.2681847810745239
jerome</w>,-0.2683784663677215
ll</w>,-0.2683818936347961
zana</w>,-0.2691186070442199
pat,-0.2691369354724884
pronoun,-0.2696790397167206
sought</w>,-0.2710179388523102
morgan</w>,-0.2711218297481537
morg,-0.2720594406127929
ðŁİīðŁİī</w>,-0.2723004221916199
glance</w>,-0.2734866142272949
sterone</w>,-0.2739472687244415
paulo</w>,-0.2740625143051147
naa</w>,-0.2752230763435364
ephe,-0.2752238810062408
angerous</w>,-0.275798350572586
gore,-0.2759056389331817
skeletons</w>,-0.2760133743286133
moc,-0.2763738334178924
jn,-0.2777670919895172
visual,-0.2782044410705566
âĻ¥âĻ¥</w>,-0.2782061696052551
beak</w>,-0.278552770614624
obam,-0.2789345681667328
opor,-0.2789706289768219
ethereal</w>,-0.2791245281696319
dispropor,-0.2792568206787109
unhappy</w>,-0.2795260548591614
hydra,-0.2811059057712555
jeremycorbyn</w>,-0.2811371684074402
stared</w>,-0.2812528610229492
dread</w>,-0.2812635898590088
jamesc,-0.2813582718372345
zza</w>,-0.2814174890518188
stpatrick,-0.2815752327442169
raider,-0.2820073962211609
dren,-0.2820312678813934
dietrich</w>,-0.2825119197368622
sleet</w>,-0.2826660275459289
rajinikanth</w>,-0.2828373312950134
pse</w>,-0.283096045255661
agony</w>,-0.283354789018631
kimberly</w>,-0.2835466861724853
concentrated</w>,-0.2838370203971863
nelly</w>,-0.2839528620243072
marx,-0.2839840650558471
miya</w>,-0.2858886420726776
lucy,-0.2873167097568512
insecurity</w>,-0.2874962091445923
emerge</w>,-0.2898967266082763
sini</w>,-0.2908953130245209
jonny,-0.2910780608654022
awak</w>,-0.2911427319049835
ðŁĺĵ</w>,-0.2914833128452301
doc</w>,-0.2916718423366546
stamatic</w>,-0.2917036712169647
vivek</w>,-0.2918336093425751
isaac,-0.2928790152072906
dum</w>,-0.2932551801204681
